CNES - Equipes de Saúde - Brasil
Quantidade por Município
Tipo da Equipe: 01 ESF - EQUIPE DE SAUDE DA FAMILIA, 24 ESF1      - ESTRATEGIA DE SAUDE DA FAMILIA TIPO I, 27 ESF2      - ESTRATEGIA DE SAUDE DA FAMILIA TIPO II, 30 ESF3      - ESTRATEGIA DE SAUDE DA FAMILIA TIPO III, 33 ESF4      - ESTRATEGIA DE SAUDE DA FAMILIA TIPO IV, 70 ESF - EQUIPE DE SAUDE DA FAMILIA
Período:Jun/2010
"Município";"Quantidade"
"432135 TAVARES";-
"432140 TENENTE PORTELA";-
"432143 TERRA DE AREIA";1
"432145 TEUTONIA";-
"432146 TIO HUGO";-
"432147 TIRADENTES DO SUL";-
"432149 TOROPI";-
"432150 TORRES";5
"432160 TRAMANDAI";-
"432162 TRAVESSEIRO";1
"432163 TRES ARROIOS";1
"432166 TRES CACHOEIRAS";-
"432170 TRES COROAS";3
"432180 TRES DE MAIO";2
"432183 TRES FORQUILHAS";-
"432185 TRES PALMEIRAS";-
"432190 TRES PASSOS";-
"432195 TRINDADE DO SUL";-
"432200 TRIUNFO";8
"432210 TUCUNDUVA";2
"432215 TUNAS";-
"432218 TUPANCI DO SUL";-
"432220 TUPANCIRETA";-
"432225 TUPANDI";-
"432230 TUPARENDI";-
"432232 TURUCU";-
"432234 UBIRETAMA";-
"432235 UNIAO DA SERRA";-
"432237 UNISTALDA";-
"432240 URUGUAIANA";2
"432250 VACARIA";-
"432252 VALE VERDE";-
"432253 VALE DO SOL";2
"432254 VALE REAL";1
"432255 VANINI";-
"432260 VENANCIO AIRES";2
"432270 VERA CRUZ";-
"432280 VERANOPOLIS";3
"432285 VESPASIANO CORREA";-
"432290 VIADUTOS";-
"432300 VIAMAO";5
"432310 VICENTE DUTRA";-
"432320 VICTOR GRAEFF";-
"432330 VILA FLORES";1
"432335 VILA LANGARO";-
"432340 VILA MARIA";-
"432345 VILA NOVA DO SUL";-
"432350 VISTA ALEGRE";-
"432360 VISTA ALEGRE DO PRATA";-
"432370 VISTA GAUCHA";-
"432375 VITORIA DAS MISSOES";-
"432377 WESTFALIA";-
"432380 XANGRI-LA";1
" MUNICIPIO IGNORADO - MS";-
"500020 AGUA CLARA";-
"500025 ALCINOPOLIS";-
"500060 AMAMBAI";-
"500070 ANASTACIO";-
"500080 ANAURILANDIA";1
"500085 ANGELICA";-
"500090 ANTONIO JOAO";-
"500100 APARECIDA DO TABOADO";-
"500110 AQUIDAUANA";-
"500124 ARAL MOREIRA";-
"500150 BANDEIRANTES";-
"500190 BATAGUASSU";-
"500200 BATAYPORA";1
"500210 BELA VISTA";-
"500215 BODOQUENA";-
"500220 BONITO";1
"500230 BRASILANDIA";-
"500240 CAARAPO";-
"500260 CAMAPUA";-
"500270 CAMPO GRANDE";3
"500280 CARACOL";-
"500290 CASSILANDIA";-
"500295 CHAPADAO DO SUL";-
"500310 CORGUINHO";-
"500315 CORONEL SAPUCAIA";-
"500320 CORUMBA";-
"500325 COSTA RICA";-
"500330 COXIM";-
"500345 DEODAPOLIS";-
"500348 DOIS IRMAOS DO BURITI";-
"500350 DOURADINA";-
"500370 DOURADOS";2
"500375 ELDORADO";1
"500380 FATIMA DO SUL";-
"500390 FIGUEIRAO";-
"500400 GLORIA DE DOURADOS";-
"500410 GUIA LOPES DA LAGUNA";-
"500430 IGUATEMI";-
"500440 INOCENCIA";-
"500450 ITAPORA";-
"500460 ITAQUIRAI";-
"500470 IVINHEMA";1
"500480 JAPORA";-
"500490 JARAGUARI";-
"500500 JARDIM";-
"500510 JATEI";-
"500515 JUTI";-
"500520 LADARIO";-
"500525 LAGUNA CARAPA";-
"500540 MARACAJU";-
"500560 MIRANDA";-
"500568 MUNDO NOVO";-
"500570 NAVIRAI";-
"500580 NIOAQUE";-
"500600 NOVA ALVORADA DO SUL";-
"500620 NOVA ANDRADINA";-
"500625 NOVO HORIZONTE DO SUL";-
"500627 PARAISO DAS AGUAS";-
"500630 PARANAIBA";-
"500635 PARANHOS";-
"500640 PEDRO GOMES";-
"500660 PONTA PORA";-
"500690 PORTO MURTINHO";-
"500710 RIBAS DO RIO PARDO";-
"500720 RIO BRILHANTE";-
"500730 RIO NEGRO";-
"500740 RIO VERDE DE MATO GROSSO";-
"500750 ROCHEDO";-
"500755 SANTA RITA DO PARDO";1
"500769 SAO GABRIEL DO OESTE";-
"500770 SETE QUEDAS";-
"500780 SELVIRIA";-
"500790 SIDROLANDIA";1
"500793 SONORA";-
"500795 TACURU";-
"500797 TAQUARUSSU";-
"500800 TERENOS";-
"500830 TRES LAGOAS";2
"500840 VICENTINA";-
" MUNICIPIO IGNORADO - MT";-
"510010 ACORIZAL";1
"510020 AGUA BOA";-
"510025 ALTA FLORESTA";4
"510030 ALTO ARAGUAIA";-
"510035 ALTO BOA VISTA";-
"510040 ALTO GARCAS";-
"510050 ALTO PARAGUAI";-
"510060 ALTO TAQUARI";-
"510080 APIACAS";-
"510100 ARAGUAIANA";-
"510120 ARAGUAINHA";-
"510125 ARAPUTANGA";-
"510130 ARENAPOLIS";-
"510140 ARIPUANA";2
"510160 BARAO DE MELGACO";-
"510170 BARRA DO BUGRES";6
"510180 BARRA DO GARCAS";-
"510183 BOA ESPERANCA DO NORTE";-
"510185 BOM JESUS DO ARAGUAIA";-
"510190 BRASNORTE";1
"510250 CACERES";6
"510260 CAMPINAPOLIS";1
"510263 CAMPO NOVO DO PARECIS";1
"510267 CAMPO VERDE";2
"510268 CAMPOS DE JULIO";-
"510269 CANABRAVA DO NORTE";-
"510270 CANARANA";1
"510279 CARLINDA";1
"510285 CASTANHEIRA";1
"510300 CHAPADA DOS GUIMARAES";3
"510305 CLAUDIA";-
"510310 COCALINHO";-
"510320 COLIDER";2
"510325 COLNIZA";4
"510330 COMODORO";2
"510335 CONFRESA";4
"510336 CONQUISTA D'OESTE";1
"510337 COTRIGUACU";-
"510340 CUIABA";62
"510343 CURVELANDIA";-
"510345 DENISE";-
"510350 DIAMANTINO";-
"510360 DOM AQUINO";-
"510370 FELIZ NATAL";1
"510380 FIGUEIROPOLIS D'OESTE";-
"510385 GAUCHA DO NORTE";-
"510390 GENERAL CARNEIRO";1
"510395 GLORIA D'OESTE";-
"510410 GUARANTA DO NORTE";-
"510420 GUIRATINGA";1
"510450 INDIAVAI";-
"510452 IPIRANGA DO NORTE";-
"510454 ITANHANGA";-
"510455 ITAUBA";-
"510460 ITIQUIRA";-
"510480 JACIARA";-
"510490 JANGADA";1
"510500 JAURU";-
"510510 JUARA";-
"510515 JUINA";8
"510517 JURUENA";1
"510520 JUSCIMEIRA";2
"510523 LAMBARI D'OESTE";2
"510525 LUCAS DO RIO VERDE";1
"510530 LUCIARA";-
"510550 VILA BELA DA SANTISSIMA TRINDADE";2
"510558 MARCELANDIA";3
"510560 MATUPA";1
"510562 MIRASSOL D'OESTE";2
"510590 NOBRES";-
"510600 NORTELANDIA";-
"510610 NOSSA SENHORA DO LIVRAMENTO";1
"510615 NOVA BANDEIRANTES";-
"510617 NOVA NAZARE";-
"510618 NOVA LACERDA";-
"510619 NOVA SANTA HELENA";-
"510620 NOVA BRASILANDIA";-
"510621 NOVA CANAA DO NORTE";-
"510622 NOVA MUTUM";-
"510623 NOVA OLIMPIA";1
"510624 NOVA UBIRATA";-
"510625 NOVA XAVANTINA";3
"510626 NOVO MUNDO";-
"510627 NOVO HORIZONTE DO NORTE";-
"510628 NOVO SAO JOAQUIM";1
"510629 PARANAITA";1
"510630 PARANATINGA";4
"510631 NOVO SANTO ANTONIO";-
"510637 PEDRA PRETA";2
"510642 PEIXOTO DE AZEVEDO";4
"510645 PLANALTO DA SERRA";-
"510650 POCONE";-
"510665 PONTAL DO ARAGUAIA";-
"510670 PONTE BRANCA";-
"510675 PONTES E LACERDA";-
"510677 PORTO ALEGRE DO NORTE";3
"510680 PORTO DOS GAUCHOS";-
"510682 PORTO ESPERIDIAO";2
"510685 PORTO ESTRELA";1
"510700 POXOREO";4
"510704 PRIMAVERA DO LESTE";1
"510706 QUERENCIA";-
"510710 SAO JOSE DOS QUATRO MARCOS";2
"510715 RESERVA DO CABACAL";-
"510718 RIBEIRAO CASCALHEIRA";1
"510719 RIBEIRAOZINHO";-
"510720 RIO BRANCO";-
"510724 SANTA CARMEM";-
"510726 SANTO AFONSO";-
"510729 SAO JOSE DO POVO";-
"510730 SAO JOSE DO RIO CLARO";-
"510735 SAO JOSE DO XINGU";1
"510740 SAO PEDRO DA CIPA";-
"510757 RONDOLANDIA";-
"510760 RONDONOPOLIS";11
"510770 ROSARIO OESTE";-
"510774 SANTA CRUZ DO XINGU";-
"510775 SALTO DO CEU";1
"510776 SANTA RITA DO TRIVELATO";-
"510777 SANTA TEREZINHA";1
"510779 SANTO ANTONIO DO LESTE";-
"510780 SANTO ANTONIO DO LEVERGER";1
"510785 SAO FELIX DO ARAGUAIA";1
"510787 SAPEZAL";-
"510788 SERRA NOVA DOURADA";-
"510790 SINOP";8
"510792 SORRISO";-
"510794 TABAPORA";-
"510795 TANGARA DA SERRA";-
"510800 TAPURAH";-
"510805 TERRA NOVA DO NORTE";1
"510810 TESOURO";-
"510820 TORIXOREU";-
"510830 UNIAO DO SUL";-
"510835 VALE DE SAO DOMINGOS";1
"510840 VARZEA GRANDE";13
"510850 VERA";-
"510860 VILA RICA";2
"510880 NOVA GUARITA";1
"510885 NOVA MARILANDIA";-
"510890 NOVA MARINGA";-
"510895 NOVA MONTE VERDE";-
" MUNICIPIO IGNORADO - GO";-
"520005 ABADIA DE GOIAS";-
"520010 ABADIANIA";-
"520013 ACREUNA";-
"520015 ADELANDIA";-
"520017 AGUA FRIA DE GOIAS";-
"520020 AGUA LIMPA";-
"520025 AGUAS LINDAS DE GOIAS";1
"520030 ALEXANIA";-
"520050 ALOANDIA";-
"520055 ALTO HORIZONTE";-
"520060 ALTO PARAISO DE GOIAS";1
"520080 ALVORADA DO NORTE";-
"520082 AMARALINA";-
"520085 AMERICANO DO BRASIL";1
"520090 AMORINOPOLIS";-
"520110 ANAPOLIS";-
"520120 ANHANGUERA";-
"520130 ANICUNS";2
"520140 APARECIDA DE GOIANIA";26
"520145 APARECIDA DO RIO DOCE";-
"520150 APORE";-
"520160 ARACU";-
"520170 ARAGARCAS";-
"520180 ARAGOIANIA";-
"520215 ARAGUAPAZ";2
"520235 ARENOPOLIS";-
"520250 ARUANA";-
"520260 AURILANDIA";-
"520280 AVELINOPOLIS";-
"520310 BALIZA";-
"520320 BARRO ALTO";-
"520330 BELA VISTA DE GOIAS";-
"520340 BOM JARDIM DE GOIAS";-
"520350 BOM JESUS DE GOIAS";2
"520355 BONFINOPOLIS";-
"520357 BONOPOLIS";-
"520360 BRAZABRANTES";-
"520380 BRITANIA";1
"520390 BURITI ALEGRE";-
"520393 BURITI DE GOIAS";-
"520396 BURITINOPOLIS";-
"520400 CABECEIRAS";1
"520410 CACHOEIRA ALTA";-
"520420 CACHOEIRA DE GOIAS";-
"520425 CACHOEIRA DOURADA";-
"520430 CACU";-
"520440 CAIAPONIA";2
"520450 CALDAS NOVAS";4
"520455 CALDAZINHA";-
"520460 CAMPESTRE DE GOIAS";-
"520465 CAMPINACU";-
"520470 CAMPINORTE";-
"520480 CAMPO ALEGRE DE GOIAS";-
"520485 CAMPO LIMPO DE GOIAS";1
"520490 CAMPOS BELOS";1
"520495 CAMPOS VERDES";2
"520500 CARMO DO RIO VERDE";-
"520505 CASTELANDIA";-
"520510 CATALAO";3
"520520 CATURAI";-
"520530 CAVALCANTE";1
"520540 CERES";-
"520545 CEZARINA";-
"520547 CHAPADAO DO CEU";-
"520549 CIDADE OCIDENTAL";10
"520551 COCALZINHO DE GOIAS";-
"520552 COLINAS DO SUL";-
"520570 CORREGO DO OURO";-
"520580 CORUMBA DE GOIAS";-
"520590 CORUMBAIBA";-
"520620 CRISTALINA";1
"520630 CRISTIANOPOLIS";-
"520640 CRIXAS";-
"520650 CROMINIA";-
"520660 CUMARI";-
"520670 DAMIANOPOLIS";-
"520680 DAMOLANDIA";-
"520690 DAVINOPOLIS";-
"520710 DIORAMA";-
"520725 DOVERLANDIA";-
"520735 EDEALINA";-
"520740 EDEIA";-
"520750 ESTRELA DO NORTE";-
"520753 FAINA";1
"520760 FAZENDA NOVA";-
"520780 FIRMINOPOLIS";-
"520790 FLORES DE GOIAS";-
"520800 FORMOSA";1
"520810 FORMOSO";-
"520815 GAMELEIRA DE GOIAS";-
"520830 DIVINOPOLIS DE GOIAS";1
"520840 GOIANAPOLIS";1
"520850 GOIANDIRA";-
"520860 GOIANESIA";-
"520870 GOIANIA";69
"520880 GOIANIRA";-
"520890 GOIAS";-
"520910 GOIATUBA";-
"520915 GOUVELANDIA";-
"520920 GUAPO";-
"520929 GUARAITA";-
"520940 GUARANI DE GOIAS";-
"520945 GUARINOS";-
"520960 HEITORAI";-
"520970 HIDROLANDIA";-
"520980 HIDROLINA";1
"520990 IACIARA";1
"520993 INACIOLANDIA";-
"520995 INDIARA";-
"521000 INHUMAS";2
"521010 IPAMERI";-
"521015 IPIRANGA DE GOIAS";-
"521020 IPORA";-
"521030 ISRAELANDIA";-
"521040 ITABERAI";2
"521056 ITAGUARI";-
"521060 ITAGUARU";-
"521080 ITAJA";-
"521090 ITAPACI";2
"521100 ITAPIRAPUA";2
"521120 ITAPURANGA";-
"521130 ITARUMA";-
"521140 ITAUCU";-
"521150 ITUMBIARA";-
"521160 IVOLANDIA";-
"521170 JANDAIA";-
"521180 JARAGUA";1
"521190 JATAI";-
"521200 JAUPACI";-
"521205 JESUPOLIS";-
"521210 JOVIANIA";1
"521220 JUSSARA";1
"521225 LAGOA SANTA";-
"521230 LEOPOLDO DE BULHOES";-
"521250 LUZIANIA";2
"521260 MAIRIPOTABA";-
"521270 MAMBAI";-
"521280 MARA ROSA";-
"521290 MARZAGAO";-
"521295 MATRINCHA";-
"521300 MAURILANDIA";-
"521305 MIMOSO DE GOIAS";-
"521308 MINACU";1
"521310 MINEIROS";-
"521340 MOIPORA";-
"521350 MONTE ALEGRE DE GOIAS";-
"521370 MONTES CLAROS DE GOIAS";-
"521375 MONTIVIDIU";-
"521377 MONTIVIDIU DO NORTE";-
"521380 MORRINHOS";-
"521385 MORRO AGUDO DE GOIAS";-
"521390 MOSSAMEDES";-
"521400 MOZARLANDIA";-
"521405 MUNDO NOVO";-
"521410 MUTUNOPOLIS";-
"521440 NAZARIO";-
"521450 NEROPOLIS";-
"521460 NIQUELANDIA";-
"521470 NOVA AMERICA";-
"521480 NOVA AURORA";-
"521483 NOVA CRIXAS";-
"521486 NOVA GLORIA";1
"521487 NOVA IGUACU DE GOIAS";-
"521490 NOVA ROMA";-
"521500 NOVA VENEZA";-
"521520 NOVO BRASIL";-
"521523 NOVO GAMA";8
"521525 NOVO PLANALTO";-
"521530 ORIZONA";-
"521540 OURO VERDE DE GOIAS";-
"521550 OUVIDOR";-
"521560 PADRE BERNARDO";1
"521565 PALESTINA DE GOIAS";-
"521570 PALMEIRAS DE GOIAS";-
"521580 PALMELO";-
"521590 PALMINOPOLIS";-
"521600 PANAMA";-
"521630 PARANAIGUARA";-
"521640 PARAUNA";-
"521645 PEROLANDIA";-
"521680 PETROLINA DE GOIAS";-
"521690 PILAR DE GOIAS";-
"521710 PIRACANJUBA";-
"521720 PIRANHAS";-
"521730 PIRENOPOLIS";-
"521740 PIRES DO RIO";-
"521760 PLANALTINA";-
"521770 PONTALINA";2
"521800 PORANGATU";-
"521805 PORTEIRAO";-
"521810 PORTELANDIA";-
"521830 POSSE";-
"521839 PROFESSOR JAMIL";-
"521850 QUIRINOPOLIS";-
"521860 RIALMA";1
"521870 RIANAPOLIS";1
"521878 RIO QUENTE";-
"521880 RIO VERDE";3
"521890 RUBIATABA";-
"521900 SANCLERLANDIA";-
"521910 SANTA BARBARA DE GOIAS";-
"521920 SANTA CRUZ DE GOIAS";-
"521925 SANTA FE DE GOIAS";-
"521930 SANTA HELENA DE GOIAS";2
"521935 SANTA ISABEL";-
"521940 SANTA RITA DO ARAGUAIA";-
"521945 SANTA RITA DO NOVO DESTINO";-
"521950 SANTA ROSA DE GOIAS";-
"521960 SANTA TEREZA DE GOIAS";-
"521970 SANTA TEREZINHA DE GOIAS";2
"521971 SANTO ANTONIO DA BARRA";1
"521973 SANTO ANTONIO DE GOIAS";-
"521975 SANTO ANTONIO DO DESCOBERTO";7
"521980 SAO DOMINGOS";2
"521990 SAO FRANCISCO DE GOIAS";-
"522000 SAO JOAO D'ALIANCA";1
"522005 SAO JOAO DA PARAUNA";-
"522010 SAO LUIS DE MONTES BELOS";-
"522015 SAO LUIZ DO NORTE";-
"522020 SAO MIGUEL DO ARAGUAIA";-
"522026 SAO MIGUEL DO PASSA QUATRO";-
"522028 SAO PATRICIO";-
"522040 SAO SIMAO";4
"522045 SENADOR CANEDO";-
"522050 SERRANOPOLIS";1
"522060 SILVANIA";-
"522068 SIMOLANDIA";1
"522070 SITIO D'ABADIA";-
"522100 TAQUARAL DE GOIAS";-
"522108 TERESINA DE GOIAS";-
"522119 TEREZOPOLIS DE GOIAS";-
"522130 TRES RANCHOS";-
"522140 TRINDADE";22
"522145 TROMBAS";-
"522150 TURVANIA";-
"522155 TURVELANDIA";-
"522157 UIRAPURU";-
"522160 URUACU";-
"522170 URUANA";2
"522180 URUTAI";-
"522185 VALPARAISO DE GOIAS";21
"522190 VARJAO";-
"522200 VIANOPOLIS";3
"522205 VICENTINOPOLIS";-
"522220 VILA BOA";-
"522230 VILA PROPICIO";-
"530010 BRASILIA";127
"000000 Ignorado ou exterior";-
"Total";10684
 Fonte: Ministério da Saúde - Cadastro Nacional dos Estabelecimentos de Saúde do Brasil - CNES
 Nota:
 - Os dados relativos ao Cadastro Nacional de Estabelecimentos de Saúde (CNES) exibidos no TABNET referem-se aos registros constantes no Banco de Dados Nacional do CNES com status ATIVO.
 - A partir do processamento de junho de 2012, houve mudança na classificação da natureza e esfera dos estabelecimentos. Com isso, temos que:
 
 Até maio de 2012 estas informações estão disponíveis como "Natureza" e "Esfera Administrativa".
 De junho de 2012 a outubro de 2015, estão disponíveis tanto como "Natureza" e "Esfera Administrativa", como "Natureza Jurídica" e "Esfera Jurídica".
 A partir de novembro de 2015, estão disponíveis como "Natureza Jurídica" e "Esfera Jurídica".
 
